1,0
2,1
3,2
4,1
5,1
6,1
7,0
8,2
9,2
10,1
11,1
12,1
13,0
14,2
15,1
16,1
17,1
18,2
19,1
20,0
21,0
22,1
23,1
24,1
25,1
26,1
27,1
28,2
29,1
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,2
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,2
54,2
55,1
56,1
57,2
58,0
59,2
60,1
61,2
62,1
63,1
64,0
65,2
66,0
67,1
68,1
69,2
70,0
71,1
72,1
73,1
74,0
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,0
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,2
97,1
98,1
99,2
100,1

review_id,label
00001,0
00002,1
00003,2
00004,1
00005,1
00006,1
00007,0
00008,2
00009,2
00010,1
00011,2
00012,1
00013,0
00014,2
00015,1
00016,1
00017,1
00018,2
00019,1
00020,0
00021,0
00022,1
00023,1
00024,1
00025,1
00026,1
00027,1
00028,2
00029,1
00030,1
00031,0
00032,1
00033,1
00034,1
00035,1
00036,1
00037,1
00038,0
00039,0
00040,1
00041,1
00042,1
00043,1
00044,1
00045,1
00046,1
00047,1
00048,1
00049,1
00050,1
