08001,1
08002,2
08003,1
08004,1
08005,2
08006,2
08007,0
08008,1
08009,1
08010,1
08011,1
08012,1
08013,1
08014,1
08015,2
08016,1
08017,1
08018,1
08019,1
08020,1
08021,1
08022,0
08023,1
08024,2
08025,0
08026,1
08027,1
08028,2
08029,1
08030,1
08031,1
08032,1
08033,1
08034,2
08035,1
08036,2
08037,2
08038,0
08039,1
08040,0
08041,2
08042,1
08043,2
08044,1
08045,2
08046,1
08047,1
08048,0
08049,1
08050,1
08051,0
08052,0
08053,1
08054,1
08055,1
08056,1
08057,1
08058,1
08059,0
08060,2
08061,0
08062,0
08063,1
08064,1
08065,1
08066,1
08067,2
08068,1
08069,2
08070,1
08071,1
08072,1
08073,1
08074,2
08075,1
08076,2
08077,2
08078,1
08079,1
08080,2
08081,2
08082,1
08083,2
08084,1
08085,2
08086,1
08087,1
08088,1
08089,2
08090,1
08091,2
08092,1
08093,2
08094,1
08095,1
08096,2
08097,1
08098,1
08099,2
08100,1
08101,0
08102,1
08103,1
08104,0
08105,1
08106,1
08107,1
08108,1
08109,1
08110,1
08111,2
08112,1
08113,2
08114,1
08115,2
08116,1
08117,1
08118,1
08119,1
08120,1
08121,1
08122,0
08123,1
08124,0
08125,1
08126,1
08127,1
08128,1
08129,1
08130,1
08131,1
08132,1
08133,1
08134,1
08135,1
08136,1
08137,1
08138,1
08139,1
08140,2
08141,1
08142,1
08143,1
08144,2
08145,1
08146,1
08147,1
08148,1
08149,1
08150,1
08151,1
08152,1
08153,2
08154,1
08155,1
08156,1
08157,1
08158,1
08159,1
08160,1
08161,1
08162,1
08163,1
08164,2
08165,1
08166,0
08167,1
08168,1
08169,1
08170,0
08171,1
08172,1
08173,1
08174,1
08175,1
08176,1
08177,1
08178,0
08179,0
08180,1
08181,1
08182,1
08183,1
08184,0
08185,1
08186,1
08187,1
08188,1
08189,1
08190,2
08191,1
08192,1
08193,1
08194,0
08195,1
08196,1
08197,1
08198,0
08199,1
08200,1
08201,1
08202,1
08203,1
08204,1
08205,1
08206,2
08207,1
08208,0
08209,0
08210,1
08211,1
08212,0
08213,1
08214,1
08215,1
08216,2
08217,2
08218,1
