32001,1
32002,1
32003,1
32004,1
32005,1
32006,2
32007,1
32008,1
32009,1
32010,2
32011,1
32012,1
32013,2
32014,1
32015,2
32016,1
32017,1
32018,1
32019,1
32020,1
32021,2
32022,1
32023,1
32024,1
32025,1
32026,2
32027,0
32028,0
32029,2
32030,1
32031,1
32032,1
32033,0
32034,2
32035,0
32036,2
32037,2
32038,0
32039,1
32040,1
32041,1
32042,2
32043,1
32044,1
32045,1
32046,2
32047,1
32048,1
32049,1
32050,1
32051,1
32052,1
32053,1
32054,2
32055,1
32056,0
32057,0
32058,1
32059,0
32060,1
32061,1
32062,2
32063,2
32064,0
32065,1
32066,2
32067,2
32068,2
32069,1
32070,0
32071,1
32072,1
32073,1
32074,0
32075,1
32076,1
32077,1
32078,1
32079,1
32080,1
32081,0
32082,2
32083,1
32084,0
32085,1
32086,1
32087,1
32088,1
32089,1
32090,1
32091,1
32092,1
32093,2
32094,1
32095,1
32096,2
32097,0
32098,2
32099,1
32100,1
32101,1
32102,1
32103,1
32104,1
32105,1
32106,1
32107,0
32108,1
32109,1
32110,1
32111,1
32112,2
32113,0
32114,1
32115,0
32116,1
32117,0
32118,1
32119,0
32120,0
32121,2
32122,1
32123,2
32124,1
32125,0
32126,1
32127,1
32128,1
32129,1
32130,1
32131,2
32132,2
32133,0
32134,1
32135,0
32136,1
32137,2
32138,2
32139,2
32140,1
32141,2
32142,2
32143,1
32144,0
32145,0
32146,1
32147,1
32148,0
32149,0
32150,2
32151,1
32152,1
32153,2
32154,1
32155,2
32156,0
32157,1
32158,0
32159,1
32160,2
32161,2
32162,1
32163,2
32164,1
32165,0
32166,2
32167,1
32168,0
32169,2
32170,1
32171,2
32172,1
32173,1
32174,1
32175,2
32176,1
32177,2
32178,1
32179,0
32180,1
32181,0
32182,0
32183,1
32184,1
32185,2
32186,2
32187,0
32188,1
32189,1
32190,2
32191,2
32192,2
32193,1
32194,0
32195,2
32196,1
32197,1
32198,1
32199,1
32200,1
32201,0
32202,1
32203,1
32204,1
32205,1
32206,1
32207,1
32208,2
32209,1
32210,1
32211,1
32212,1
32213,2
32214,2
32215,0
32216,2
32217,0
32218,2
32219,0
32220,2
32221,1
32222,1
32223,1
32224,2
32225,2
32226,1
32227,2
32228,1
32229,0
32230,0
32231,1
32232,1
32233,1
32234,1
32235,1
32236,1
32237,0
32238,1
32239,1
32240,0
32241,1
32242,0
32243,1
32244,1
32245,1
32246,1
32247,1
32248,1
32249,1
32250,2
32251,1
32252,0
32253,1
32254,2
32255,1
32256,1
32257,1
32258,2
32259,1
32260,0
32261,2
32262,1
32263,2
32264,2
32265,1
32266,1
32267,1
32268,1
32269,2
32270,1
32271,0
32272,2
32273,2
32274,1
32275,1
32276,0
32277,2
32278,1
32279,1
32280,1
32281,0
32282,0
32283,2
32284,0
32285,1
32286,1
32287,1
32288,2
32289,2
32290,0
32291,1
32292,2
32293,1
32294,1
32295,1
32296,2
32297,1
32298,1
32299,1
32300,2
32301,1
32302,2
32303,1
32304,2
32305,1
32306,1
32307,2
32308,1
32309,1
32310,1
32311,2
32312,2
32313,1
32314,1
32315,2
32316,1
32317,0
32318,0
32319,1
32320,0
32321,2
32322,0
32323,1
32324,1
32325,1
32326,2
32327,0
32328,1
32329,0
32330,1
32331,2
32332,0
32333,0
32334,0
32335,1
32336,2
32337,2
32338,2
32339,0
32340,1
32341,1
32342,1
32343,1
32344,1
32345,0
32346,2
32347,1
32348,1
32349,1
32350,2
32351,1
32352,0
32353,1
32354,2
32355,1
32356,0
32357,2
32358,2
32359,1
32360,0
32361,0
32362,1
32363,1
32364,1
32365,2
32366,2
32367,1
32368,2
32369,2
32370,1
32371,2
32372,1
32373,1
32374,1
32375,2
32376,2
32377,1
32378,1
32379,1
32380,1
32381,2
32382,0
32383,0
32384,1
32385,2
32386,2
32387,1
32388,1
32389,0
32390,2
32391,2
32392,1
32393,1
32394,1
32395,1
32396,1
32397,2
32398,0
32399,1
32400,2
32401,1
32402,1
32403,1
32404,1
32405,2
32406,0
32407,1
32408,0
32409,1
32410,0
32411,1
32412,2
32413,2
32414,1
32415,2
32416,1
32417,0
32418,1
32419,1
32420,1
32421,0
32422,1
32423,1
32424,1
32425,0
32426,1
32427,1
32428,1
32429,0
32430,1
32431,0
32432,2
32433,2
32434,0
32435,1
32436,2
32437,1
32438,1
32439,1
32440,0
32441,1
32442,0
32443,1
32444,2
32445,1
32446,1
32447,2
32448,2
32449,1
32450,2
32451,0
32452,2
32453,0
32454,1
32455,0
32456,2
32457,2
32458,1
32459,0
32460,1
32461,1
32462,1
32463,0
32464,1
32465,2
32466,0
32467,2
32468,0
32469,0
32470,1
32471,1
32472,1
32473,1
32474,1
32475,1
32476,1
32477,1
32478,1
32479,0
32480,1
32481,1
32482,2
32483,0
32484,2
32485,0
32486,2
32487,1
32488,1
32489,1
32490,2
32491,1
32492,0
32493,2
32494,1
32495,1
32496,2
32497,1
32498,0
32499,2
32500,2
32501,2
32502,1
32503,1
32504,0
32505,1
32506,0
32507,1
32508,0
32509,1
32510,0
32511,2
32512,1
32513,1
32514,2
32515,0
32516,2
32517,1
32518,0
32519,1
32520,1
32521,2
32522,1
32523,1
32524,2
32525,1
32526,2
32527,1
32528,2
32529,1
32530,2
32531,0
32532,2
32533,0
32534,1
32535,0
32536,1
32537,1
32538,2
32539,2
32540,2
32541,2
32542,1
32543,1
32544,2
32545,1
32546,2
32547,2
32548,1
32549,2
32550,0
32551,1
32552,2
32553,1
32554,1
32555,1
32556,1
32557,1
32558,2
32559,1
32560,0
32561,2
32562,0
32563,1
32564,1
32565,1
32566,1
32567,2
32568,1
32569,0
32570,2
32571,1
32572,0
32573,1
32574,1
32575,1
32576,0
32577,0
32578,0
32579,1
32580,1
32581,1
32582,1
32583,1
32584,1
32585,0
32586,1
32587,2
32588,2
32589,2
32590,2
32591,0
32592,1
32593,1
32594,2
32595,1
32596,2
32597,1
32598,0
32599,0
32600,2
32601,2
32602,1
32603,1
32604,1
32605,1
32606,1
32607,1
32608,2
32609,1
32610,1
32611,1
32612,1
32613,1
32614,2
32615,1
32616,1
32617,0
32618,0
32619,1
32620,1
32621,2
32622,1
32623,1
32624,1
32625,1
32626,1
32627,0
32628,1
32629,1
32630,1
32631,1
32632,1
32633,2
32634,1
32635,1
32636,1
32637,0
32638,1
32639,0
32640,2
32641,1
32642,1
32643,1
32644,0
32645,1
32646,1
32647,1
32648,1
32649,1
32650,2
32651,0
32652,0
32653,0
32654,2
32655,1
32656,0
32657,1
32658,2
32659,1
32660,0
32661,0
32662,2
32663,2
32664,1
32665,1
32666,1
32667,0
32668,2
32669,1
32670,1
32671,1
32672,1
32673,0
32674,0
32675,1
32676,2
32677,0
32678,2
32679,0
32680,1
32681,1
32682,0
32683,0
32684,1
32685,0
32686,1
32687,0
32688,1
32689,1
32690,1
32691,1
32692,1
32693,2
32694,0
32695,2
32696,0
32697,1
32698,2
32699,1
32700,1
32701,2
32702,0
32703,2
32704,1
32705,1
32706,0
32707,2
